0,0.999138,420,202,420,202
1,0.999185,420,202,420.001,201.999
2,0.996867,420,202,420.002,202
3,0.996761,420,202,420.005,201.996
4,0.996985,420,202,420.003,201.996
5,0.99696,420,202,420.012,201.982
6,0.996997,420,202,420.003,201.99
7,0.996964,420,202,420.001,202.006
8,0.996977,420,202,420.014,201.998
9,0.997122,420,202,420.013,201.996
10,0.996879,420,202,420.025,201.995
11,0.996984,420,202,420.014,201.993
12,0.99702,420,202,419.987,201.991
13,0.996902,420,202,419.991,202
14,0.996821,420,202,420.013,201.99
15,0.997012,420,202,420.019,201.985
16,0.996668,420,202,420.019,201.975
17,0.996023,420,202,420.024,201.963
18,0.995871,419,202,419.863,201.961
19,0.995694,419,202,419.543,201.954
20,0.994809,419,202,419.414,201.966
21,0.994782,418,202,419.131,201.981
22,0.994272,417,202,418.529,202.011
23,0.993828,417,202,418.02,202.026
24,0.993406,416,202,417.563,202.042
25,0.993398,416,202,416.977,202.03
26,0.993137,415,202,416.442,202.014
27,0.992896,415,202,415.825,202.011
28,0.992507,414,202,415.285,202.015
29,0.992208,414,202,414.653,201.986
30,0.991344,414,202,414.247,201.995
31,0.990916,413,202,413.739,201.999
32,0.990055,413,202,413.147,202.014
33,0.989468,411,203,412.47,202.187
34,0.989188,410,203,411.343,202.512
35,0.989266,410,203,410.519,202.64
36,0.98872,409,203,409.842,202.718
37,0.988858,409,203,409.075,202.817
38,0.988386,408,203,408.441,202.914
39,0.988187,408,203,407.71,202.995
40,0.988084,407,203,407.116,203.036
41,0.987505,407,203,406.465,203.089
42,0.987164,406,203,405.9,203.127
43,0.986656,406,203,405.27,203.149
44,0.986447,405,203,404.762,203.162
45,0.985708,405,203,404.177,203.18
46,0.984933,404,203,403.679,203.197
47,0.984707,403,203,402.89,203.21
48,0.983812,403,203,402.263,203.204
49,0.984237,401,204,401.545,203.373
50,0.983788,401,204,400.611,203.697
51,0.983939,400,204,399.988,203.801
52,0.983548,400,204,399.29,203.89
53,0.983422,399,204,398.708,203.989
54,0.982899,398,204,397.902,204.057
55,0.9828,398,204,397.223,204.125
56,0.982629,397,204,396.646,204.17
57,0.98242,397,204,395.995,204.194
58,0.982064,396,204,395.479,204.211
59,0.981676,395,204,394.722,204.243
60,0.981539,395,204,394.064,204.246
61,0.981079,394,204,393.519,204.238
62,0.981005,394,204,392.915,204.274
63,0.980644,393,204,392.403,204.256
64,0.980559,392,204,391.63,204.268
65,0.980501,391,205,390.831,204.442
66,0.980113,391,205,390.125,204.756
67,0.979813,390,205,389.57,204.845
68,0.979094,390,205,388.921,204.95
69,0.979462,389,205,388.392,205.025
70,0.979436,388,205,387.619,205.086
71,0.979242,388,205,386.967,205.166
72,0.979317,387,205,386.415,205.203
73,0.978689,386,205,385.66,205.212
74,0.978875,385,205,384.845,205.233
75,0.978564,385,205,384.138,205.248
76,0.97833,384,205,383.559,205.252
77,0.978165,384,205,382.915,205.274
78,0.977658,383,205,382.394,205.278
79,0.977431,383,205,381.811,205.271
80,0.97753,382,205,381.304,205.278
81,0.976824,381,205,380.543,205.268
82,0.976738,381,205,379.935,205.238
83,0.97698,380,205,379.416,205.214
84,0.976476,379,206,378.653,205.365
85,0.976543,379,206,378.005,205.675
86,0.976134,378,206,377.482,205.808
87,0.97616,378,206,376.877,205.89
88,0.97612,377,206,376.377,205.972
89,0.975814,376,206,375.644,206.028
90,0.975402,376,206,375.005,206.058
91,0.97522,375,206,374.482,206.109
92,0.974809,374,206,373.704,206.145
93,0.975047,374,206,373.029,206.176
94,0.974689,373,206,372.491,206.202
95,0.974947,372,206,371.694,206.2
96,0.974173,372,206,371.064,206.186
97,0.974269,371,206,370.524,206.203
98,0.973668,371,206,369.919,206.229
99,0.973679,370,206,369.408,206.225
100,0.972905,369,206,368.652,206.202
101,0.973001,369,206,368.011,206.184
102,0.972872,368,206,367.481,206.18
103,0.972733,367,206,366.706,206.169
104,0.97284,367,206,366.045,206.164
105,0.972103,366,206,365.518,206.159
106,0.972057,366,206,364.9,206.139
107,0.971239,365,206,364.375,206.129
108,0.970786,364,206,363.612,206.103
109,0.971442,364,206,362.979,206.085
110,0.971746,363,206,362.464,206.07
111,0.971211,362,206,361.702,206.064
112,0.970904,361,206,360.89,206.064
113,0.970947,361,206,360.177,206.054
114,0.970702,360,207,359.631,206.206
115,0.970277,360,207,359.008,206.521
116,0.970473,359,207,358.469,206.65
117,0.970371,358,207,357.699,206.743
118,0.970087,358,207,357.05,206.807
119,0.969759,357,207,356.496,206.906
120,0.969852,356,207,355.733,206.96
121,0.969777,356,207,355.076,207.002
122,0.969244,355,207,354.531,207.059
123,0.969452,354,207,353.733,207.098
124,0.968775,354,207,353.048,207.125
125,0.968845,353,207,352.474,207.119
126,0.969008,352,207,351.663,207.126
127,0.969009,352,207,351.01,207.16
128,0.968922,352,207,350.646,207.181
129,0.969178,351,207,350.195,207.189
130,0.968451,350,207,349.491,207.18
131,0.968917,350,207,348.882,207.191
132,0.968188,348,208,348.212,207.355
133,0.968365,348,208,347.318,207.664
134,0.967946,347,208,346.725,207.78
135,0.967709,347,208,346.079,207.878
136,0.967711,346,208,345.545,207.967
137,0.967762,345,208,344.747,208.031
138,0.967244,345,208,344.066,208.091
139,0.967047,344,208,343.514,208.14
140,0.967466,344,208,342.885,208.144
141,0.966896,343,208,342.359,208.173
142,0.966066,343,208,341.762,208.218
143,0.966422,342,208,341.269,208.244
144,0.966403,341,208,340.547,208.248
145,0.96608,340,208,339.761,208.236
146,0.966504,340,208,339.109,208.229
147,0.966052,339,208,338.563,208.208
148,0.966317,340,208,338.099,208.201
149,0.966222,340,208,338.071,208.188
150,0.966205,340,208,337.944,208.187
151,0.966431,341,208,338.035,208.187
152,0.966292,341,208,338.351,208.182
153,0.966179,342,208,338.642,208.172
154,0.966361,342,208,339.137,208.162
155,0.966125,342,208,339.434,208.137
156,0.966662,343,208,339.88,208.118
157,0.966822,343,208,340.459,208.092
158,0.967,344,208,341.021,208.071
159,0.967626,344,209,341.689,208.229
160,0.967576,344,209,342.124,208.536
161,0.967624,344,209,342.532,208.64
162,0.967724,345,209,343.047,208.735
163,0.968356,345,209,343.701,208.835
164,0.968264,345,209,344.091,208.895
165,0.96807,346,209,344.596,208.955
166,0.968147,346,209,345.209,209.017
167,0.968598,346,209,345.595,209.056
168,0.968361,347,209,346.081,209.084
169,0.968382,347,209,346.674,209.111
170,0.968738,348,209,347.199,209.116
171,0.968077,348,209,347.811,209.139
172,0.968364,348,209,348.161,209.172
173,0.969042,349,209,348.619,209.173
174,0.969026,349,209,349.195,209.196
175,0.968591,350,209,349.673,209.208
176,0.96921,350,209,350.235,209.199
177,0.968776,351,209,350.736,209.189
178,0.968881,351,209,351.307,209.182
179,0.96876,352,209,351.798,209.189
180,0.968877,352,209,352.365,209.18
181,0.969415,353,209,352.841,209.154
182,0.968791,353,209,353.413,209.132
183,0.96964,354,209,353.914,209.123
184,0.969884,354,209,354.499,209.125
185,0.969498,355,209,354.985,209.107
186,0.969582,355,209,355.544,209.117
187,0.970095,356,209,356.03,209.094
188,0.970015,356,209,356.593,209.122
189,0.970538,357,209,357.103,209.105
190,0.970277,358,209,357.834,209.081
191,0.97065,359,209,358.654,209.068
192,0.970587,359,209,359.344,209.057
193,0.970829,360,208,359.926,208.883
194,0.971095,361,209,360.738,208.708
195,0.97105,361,208,361.469,208.748
